wage,abil,educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18,lwage,expersq,ctuit
7.0754719,-1.0318973,12,0,1,0,0,11,12,16,0,1,1,0,1,0,0,1,18.173916,14.070236,1.9566342,121,-4.1036797
6.4011378,.30607471,15,1,0,0,0,10,16,16,0,2,0,0,1,0,0,1,18.173916,18.173916,1.8564757,100,0
26.923077,3.3532529,16,0,1,0,0,9,12,16,0,1,1,0,1,0,0,1,18.173916,18.173916,3.2929838,81,0
4.1775455,.23909679,12,0,1,0,0,9,13,11,0,3,1,0,1,0,0,1,10.826575,12.361383,1.4297239,81,1.5348082
8.1092615,1.846734,12,0,1,0,0,11,12,11,0,4,1,0,1,0,0,1,9.7553711,10.826575,2.0930068,121,1.0712042
15.167095,1.8590354,12,0,1,0,0,13,13,12,1,1,1,0,1,0,0,1,10.340332,10.340332,2.7191284,169,0
8.5526314,3.010865,12,0,1,0,0,11,11,12,1,4,1,0,1,0,0,1,9.7553711,10.826575,2.146239,121,1.0712042
8.6042061,.7821424,12,0,1,0,0,13,14,16,0,3,1,0,1,0,0,1,10.340332,10.340332,2.1522512,169,0
12.901235,.91174626,17,0,1,0,0,5,12,16,0,3,1,0,1,0,0,1,9.7553711,10.826575,2.557323,25,1.0712042
12.115385,2.1772094,12,0,1,0,0,13,12,16,0,1,1,0,1,0,0,1,10.340332,10.340332,2.4944761,169,0
8.2964602,2.2297003,9,1,0,0,0,11,12,13,0,5,1,0,1,0,0,1,12.361383,12.250942,2.115829,121,-.11044121
16.210739,4.4773602,15,0,1,0,0,9,16,17,0,4,0,0,1,0,0,1,10.340332,10.340332,2.7856739,81,0
11.487539,4.0733171,17,0,1,0,0,6,16,17,0,4,1,0,1,0,0,1,9.7553711,10.826575,2.441263,36,1.0712042
13.333333,3.6781764,15,0,1,0,0,9,16,16,0,6,1,0,1,0,0,1,10.340332,10.340332,2.5902672,81,0
10.096154,2.7244842,15,0,1,0,0,7,16,16,0,6,1,0,1,0,0,1,9.7553711,10.826575,2.3121545,49,1.0712042
11.204482,-.4576917,12,0,1,0,0,14,14,14,1,3,1,0,1,0,0,0,10.340332,10.340332,2.4163139,196,0
19.336651,4.4355292,17,0,1,0,0,9,12,14,0,4,0,0,1,0,0,1,10.340332,10.340332,2.9620023,81,0
13.755459,2.0747104,12,0,1,0,0,12,12,14,0,4,1,0,1,0,0,1,10.340332,10.340332,2.6214356,144,0
4.1936712,2.2173798,15,0,1,0,0,12,11,10,0,7,1,0,1,0,0,0,10.340332,10.340332,1.4335766,144,0
10.252905,2.8796053,15,0,1,0,0,7,13,16,0,1,1,0,1,0,0,1,10.826575,12.361383,2.3275611,49,1.5348082
7.118928,3.120147,15,0,1,0,0,8,12,12,0,4,1,0,1,0,0,1,10.340332,9.7553711,1.9627571,64,-.58496094
9.23913,.17935812,12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,11.280367,11.280367,2.2234478,169,0
17.17742,4.0180583,15,0,1,0,0,7,12,12,0,3,1,0,1,0,0,1,10.545578,10.113861,2.8435957,49,-.43171692
7.8629031,-.91459823,12,0,1,0,0,8,12,12,0,3,1,0,1,0,0,1,10.113861,11.587584,2.062156,64,1.4737225
20.192308,1.764937,12,0,1,0,0,12,10,11,0,6,1,0,1,0,0,1,11.280367,11.280367,3.0053017,144,0
17.344896,4.0001001,15,0,1,0,0,8,12,13,0,2,1,0,1,0,0,1,10.768427,10.545578,2.8532982,64,-.22284889
24.165201,3.7913952,15,0,1,0,0,12,12,14,0,2,1,0,1,0,0,1,11.280367,11.280367,3.1849136,144,0
8.6206894,4.2410922,14,0,1,0,0,8,12,12,0,6,1,0,1,0,0,1,10.768427,10.545578,2.154165,64,-.22284889
24.242424,.77353138,13,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,11.280367,11.280367,3.1881042,169,0
20.761246,4.7386279,17,0,1,0,0,8,12,12,0,0,1,0,1,0,0,1,11.280367,11.280367,3.033088,64,0
10.070922,1.4664743,16,0,1,0,0,10,12,12,0,1,1,0,1,0,0,1,11.280367,11.280367,2.3096523,100,0
7.0609002,3.7402627,15,0,1,0,0,7,12,12,0,1,0,0,1,0,0,1,10.545578,10.113861,1.9545726,49,-.43171692
15.660686,.88057792,12,0,1,0,0,9,12,12,0,3,1,0,1,0,0,1,10.545578,10.113861,2.7511535,81,-.43171692
16.346153,2.6244133,12,0,1,0,0,14,12,12,0,2,1,0,1,0,0,0,11.280367,11.280367,2.7939925,196,0
7.6923075,1.9948577,12,0,1,0,0,9,12,12,0,2,1,0,1,0,0,1,10.545578,10.113861,2.0402207,81,-.43171692
11.153846,-.42598721,12,0,1,0,0,11,12,12,0,6,0,0,1,0,0,1,11.280367,10.768427,2.4117844,121,-.51194
42.333019,4.0997376,14,0,1,0,0,11,15,16,0,3,1,0,1,0,0,1,11.280367,11.280367,3.7455673,121,0
23.323616,4.6755333,15,0,0,0,1,9,15,16,0,3,1,0,1,0,0,1,11.280367,10.768427,3.1494665,81,-.51194
22.748375,4.703392,15,0,1,0,0,7,15,16,0,3,1,0,1,0,0,1,10.768427,10.545578,3.1244936,49,-.22284889
12.719298,2.1481891,12,0,1,0,0,13,12,12,0,4,0,0,1,0,0,0,11.280367,11.280367,2.5431204,169,0
11.170213,3.8534465,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,10.768427,10.545578,2.4132507,100,-.22284889
9.1346149,4.4246893,12,0,1,0,0,9,11,12,0,3,1,0,1,0,0,1,10.113861,11.587584,2.2120709,81,1.4737225
20.089285,-.46759599,15,0,1,0,0,11,12,20,0,7,1,0,1,0,0,1,11.280367,11.280367,3.0001867,121,0
13.473054,3.5107059,15,0,1,0,0,10,12,16,0,3,1,0,1,0,0,1,11.280367,11.280367,2.6006918,100,0
4.3988271,.96932459,12,0,1,0,0,12,12,15,0,2,1,0,1,0,0,1,8.3349361,7.8230557,1.4813379,144,-.5118804
9.1346149,1.577513,12,0,1,0,0,8,12,12,0,1,1,0,1,0,0,1,5.7087111,5.9561014,2.2120709,64,.24739027
30.092592,1.2564154,12,0,1,0,0,15,12,11,0,2,1,0,1,0,0,1,8.3349361,8.3349361,3.404279,225,0
18.219461,3.917685,15,0,1,0,0,5,10,12,0,2,1,0,1,0,0,1,5.7087111,5.9561014,2.9024904,25,.24739027
13.461538,1.121008,12,0,1,0,0,10,12,12,0,0,0,0,1,0,0,1,5.5041966,5.7087111,2.5998366,100,.2045145
6.1538463,-2.533699,12,0,1,0,0,10,8,8,0,3,0,0,1,0,0,1,5.5041966,5.7087111,1.8170773,100,.2045145
6.25,4.5515094,14,0,1,0,0,6,9,8,0,3,1,0,1,0,0,1,5.7087111,5.9561014,1.8325815,36,.24739027
15.40719,3.1712918,15,0,1,0,0,11,16,16,0,2,0,0,1,0,0,1,18.173916,18.173916,2.7348342,121,0
12.632643,-3.8669381,8,0,1,0,0,13,12,16,1,6,1,0,1,0,0,1,7.4381037,6.7425737,2.5362842,169,-.69552994
5.2884617,-2.1599023,12,0,1,0,0,8,12,9,0,2,1,0,1,0,0,1,6.7425737,7.1981316,1.6655275,64,.45555782
12.87726,4.364584,16,0,1,0,0,7,8,12,0,2,1,0,1,0,0,1,9.4003029,8.4421434,2.5554631,49,-.95815945
28.742516,4.2956905,17,0,0,1,0,5,12,12,0,3,1,0,1,0,0,1,8.4421434,7.4381037,3.3583775,25,-1.0040398
12.694512,2.8460879,15,0,1,0,0,6,12,12,0,3,1,0,1,0,0,1,7.4381037,6.7425737,2.5411699,36,-.69552994
10.332104,3.6736846,16,0,1,0,0,9,12,16,1,1,1,0,1,0,0,1,9.4003029,9.4003029,2.3352559,81,0
6.4285712,.65034109,12,0,1,0,0,13,10,14,0,6,0,0,1,0,0,1,9.4003029,9.4003029,1.8607523,169,0
18.26923,3.9942729,12,0,1,0,0,14,12,12,1,3,1,0,1,0,0,1,9.4003029,9.4003029,2.9052181,196,0
13.942307,2.6872425,12,0,1,0,0,15,12,12,0,7,1,0,1,0,0,1,9.4003029,9.4003029,2.634928,225,0
11.547344,2.6858296,13,0,0,0,1,10,16,16,0,3,1,0,0,1,0,1,7.8793354,7.9339767,2.4464555,100,.054641247
12.038835,2.3455746,12,0,0,0,1,12,8,12,0,1,1,0,0,1,0,0,8.3558273,7.8793354,2.4881377,144,-.47649193
9.1346149,.62485254,10,0,0,0,1,17,8,5,0,8,0,0,0,1,0,0,8.3558273,8.3558273,2.2120709,289,0
12.200436,.7989707,12,1,0,0,0,14,12,9,0,2,1,0,0,1,0,0,8.3558273,8.3558273,2.5014718,196,0
7.2874494,-2.1028852,11,0,0,0,1,16,12,7,0,1,0,0,0,1,0,0,8.3558273,8.3558273,1.9861536,256,0
8.0536909,2.257082,14,0,0,0,1,13,16,16,0,4,1,0,0,1,0,1,8.3558273,8.3558273,2.0861304,169,0
8.2361012,1.6464931,13,0,0,0,1,11,16,16,0,4,1,0,0,1,0,1,8.3558273,8.3558273,2.1085272,121,0
79.432632,2.0181415,15,0,0,0,1,12,14,16,0,1,1,0,0,1,0,1,8.3558273,8.3558273,4.3749094,144,0
15.625,1.2919234,12,0,0,0,1,16,12,16,0,0,0,0,0,1,0,1,8.3558273,8.3558273,2.7488723,256,0
8.6538458,2.2787323,10,0,0,0,1,11,13,12,0,3,1,0,0,1,0,1,7.3554597,6.9223709,2.1580038,121,-.43308878
11.013216,-2.9602704,15,0,0,0,1,8,12,18,1,3,1,0,0,1,0,1,7.5979319,7.3554597,2.399096,64,-.24247217
30.30303,.86033452,12,0,0,0,1,10,12,14,0,3,1,0,0,1,0,1,7.1289215,6.6116471,3.4112477,100,-.51727438
16.478342,4.4841437,15,0,0,0,1,10,14,11,0,2,1,0,0,1,0,1,7.5202446,7.5202446,2.802047,100,0
9.4884491,1.7925602,15,0,0,0,1,5,12,18,0,2,1,0,0,1,0,1,6.4428997,6.6335707,2.2500751,25,.19067097
14.903846,-.55789369,13,0,0,0,1,13,14,9,0,2,1,0,0,1,0,1,7.5202446,7.5202446,2.7016194,169,0
5.7317538,4.2078004,15,0,0,0,1,7,12,12,0,2,1,0,0,1,0,1,7.1289215,6.6116471,1.7460215,49,-.51727438
4.3269229,-3.9205363,8,0,0,0,1,14,10,12,1,5,1,0,0,1,0,1,6.6116471,6.4428997,1.4648566,196,-.16874743
19.23077,-1.1071416,12,0,0,1,0,11,12,13,0,4,1,0,0,0,1,1,7.5979319,7.5979319,2.9565115,121,0
8.2644625,1.7695576,11,0,0,0,1,15,11,11,0,3,0,0,0,1,0,1,7.8335838,7.8335838,2.1119647,225,0
8.1730766,-1.3453572,13,0,0,0,1,9,13,12,1,2,1,0,0,1,0,1,7.5979319,7.3554597,2.1008453,81,-.24247217
1.5923567,.0075691789,9,0,0,0,1,11,12,12,0,1,1,0,0,1,0,1,6.9223709,7.1416759,.46521512,121,.21930504
16.053513,-2.1411602,9,0,0,0,1,16,12,12,1,2,1,0,0,1,0,1,7.8335838,7.8335838,2.7759278,256,0
8.0645161,.36948055,12,0,0,0,1,12,12,12,0,5,1,0,0,1,0,1,7.8335838,7.8335838,2.0874736,144,0
9.1533184,.87155658,11,0,0,0,1,13,12,12,0,2,1,0,0,1,0,1,7.8335838,7.8335838,2.2141166,169,0
11.07011,1.6123641,13,0,0,0,1,10,12,12,1,4,1,0,0,1,0,1,7.8335838,7.5979319,2.4042487,100,-.23565197
12.536023,1.0036142,15,0,0,0,1,12,11,11,1,4,1,0,0,1,0,0,5.8490791,5.8490791,2.5286064,144,0
11.963023,2.4391682,15,0,0,0,1,5,14,17,0,1,1,0,0,1,0,1,5.6188092,5.2927432,2.4818206,25,-.32606602
6.802721,-.80885053,8,0,0,0,1,19,6,3,0,1,0,0,0,1,0,0,4.2405829,4.2405829,1.9173226,361,0
15.384615,3.693538,13,0,0,0,1,14,11,11,0,2,0,0,0,1,0,0,4.2405829,4.2405829,2.7333679,196,0
9.057971,1.3060936,12,0,0,0,1,12,8,14,0,5,1,0,0,1,0,1,4.2405829,4.2405829,2.2036452,144,0
28.011204,3.3707802,15,0,0,1,0,11,12,8,0,3,1,0,0,1,0,0,4.2405829,4.2405829,3.3326046,121,0
3.5862069,-4.9183803,12,0,0,0,1,13,8,0,0,0,0,0,0,1,0,1,4.2405829,4.2405829,1.2770951,169,0
7.0118661,-3.0210135,8,0,0,0,1,19,6,9,1,2,0,0,1,0,0,1,4.2405829,4.2405829,1.9476038,361,0
1.8248175,-.97966993,11,0,0,0,1,16,11,4,0,2,0,0,0,1,0,0,4.2405829,4.2405829,.60148001,256,0
5.7692308,-3.2354603,9,0,0,0,1,16,9,3,0,4,0,0,0,1,0,1,4.2405829,4.2405829,1.7525388,256,0
14.382023,1.6278167,12,0,0,0,1,14,10,12,0,3,1,0,0,1,0,1,4.2405829,4.2405829,2.6659789,196,0
11.009174,-1.1858083,12,0,0,0,1,10,11,12,0,3,1,0,0,1,0,1,5.6280961,4.9587369,2.3987288,100,-.66935921
4.601933,-.36994243,12,0,0,0,1,9,11,12,0,2,1,0,0,1,0,1,5.2927432,6.1536136,1.5264764,81,.86087036
8.9903851,1.433774,12,0,0,0,1,9,12,12,0,1,0,0,0,1,0,1,4.9587369,5.6188092,2.1961558,81,.66007233
10.576923,-2.6055584,12,0,0,0,1,16,12,12,0,3,1,0,0,1,0,1,4.2405829,4.2405829,2.3586745,256,0
16.826923,1.5470248,13,0,0,0,1,11,12,12,0,3,1,0,0,1,0,1,4.2405829,4.2405829,2.8229802,121,0
23.109243,2.6081448,14,0,1,0,0,12,12,12,0,1,1,0,0,1,0,1,4.2405829,4.2405829,3.1402328,144,0
17.307692,2.9838607,15,0,0,0,1,6,14,20,1,8,1,0,0,1,0,1,4.9587369,5.6188092,2.851151,36,.66007233
7.4453235,2.9398165,15,1,0,0,0,9,12,16,0,7,1,1,0,0,0,0,4.2405829,4.2405829,2.007586,81,0
13.397642,3.4302742,15,0,0,0,1,8,12,16,0,7,0,0,0,1,0,1,4.2405829,5.6280961,2.5950787,64,1.3875132
5.6650248,2.0018494,12,0,0,0,1,12,11,11,0,3,1,0,0,1,0,1,4.2405829,5.6280961,1.7343112,144,1.3875132
11.235955,3.1645379,12,0,0,0,1,14,12,16,0,3,0,0,0,1,0,0,4.2405829,4.2405829,2.4191189,196,0
10.981308,.7490018,12,0,0,0,1,9,12,10,0,1,1,0,0,1,0,1,5.6188092,5.2927432,2.3961945,81,-.32606602
12.5,-.66957098,12,0,0,0,1,15,8,8,0,7,1,0,0,1,0,1,4.2405829,4.2405829,2.5257287,225,0
4.2788463,-.79403371,9,0,0,0,1,11,9,12,0,4,1,0,0,1,0,1,3.895709,7.7203512,1.4536834,121,3.8246422
5.3875723,3.3449233,12,0,0,0,1,10,12,14,0,2,0,0,0,1,0,1,4.1322803,3.895709,1.6840949,100,-.23657131
16.168148,.7711733,15,0,0,0,1,12,10,20,0,3,1,0,0,1,0,1,2.0889568,2.0889568,2.7830431,144,0
17.342342,1.1869795,15,0,0,0,1,9,10,20,0,3,1,0,0,1,0,1,2.0889568,2.0889568,2.8531511,81,0
1.0235294,-4.1183457,10,0,0,0,1,13,6,4,1,5,1,0,0,1,0,1,2.0889568,2.2512391,.023256861,169,.16228223
8.3716164,.61332715,10,0,0,0,1,17,10,10,0,1,1,0,1,0,0,0,2.0889568,2.0889568,2.1248469,289,0
8.333333,.42429224,12,0,0,0,1,15,12,7,0,3,1,0,0,1,0,1,2.0889568,2.0889568,2.1202636,225,0
9.2579508,4.200429,17,0,0,0,1,6,13,17,0,2,1,0,0,1,0,1,2.0889568,2.2512391,2.2254827,36,.16228223
20,2.1456335,13,0,0,0,1,15,12,10,0,1,1,0,0,1,0,0,5.556623,5.556623,2.9957323,225,0
14.859438,4.1557589,15,0,0,0,1,9,12,12,1,1,1,0,0,1,0,0,5.556623,5.556623,2.6986351,81,0
32.142857,-.59952217,12,0,0,0,1,13,6,9,0,1,0,0,0,1,0,1,5.556623,5.556623,3.4701903,169,0
17.688679,4.8854823,16,0,0,0,1,6,16,16,0,3,1,0,0,1,0,1,6.8595867,7.4168301,2.8729248,36,.55724335
4.6747966,3.822263,12,0,0,0,1,13,12,19,0,3,1,0,0,1,0,1,5.556623,5.556623,1.5421857,169,0
17.788462,4.3532772,13,0,0,0,1,7,14,16,0,3,0,0,0,1,0,1,7.4168301,6.9864235,2.8785501,49,-.43040657
6.9364161,3.2954607,17,0,0,0,1,9,13,12,0,1,1,0,0,1,0,1,5.556623,5.556623,1.9367852,81,0
11.214953,1.5606189,11,0,0,0,1,11,12,11,0,2,0,0,0,1,0,1,5.7031379,6.8595867,2.417248,121,1.1564488
6.555944,3.8633263,13,0,1,0,0,14,12,16,1,9,1,0,0,1,0,1,5.556623,5.556623,1.8803722,196,0
5.8359623,1.1412377,11,0,0,1,0,14,12,13,1,5,1,0,0,0,1,1,7.5202446,7.5202446,1.7640392,196,0
13.877551,2.0507562,12,0,0,0,1,13,12,14,0,4,1,0,0,0,1,1,6.0579748,6.0579748,2.6302724,169,0
8.75,3.9211745,14,0,1,0,0,10,12,14,0,4,1,0,0,0,1,1,7.5202446,7.2977662,2.1690538,100,-.22247839
12.768367,3.5191927,12,0,0,1,0,10,12,14,0,4,0,0,0,0,1,1,9.372014,9.454586,2.5469708,100,.082571983
5.2192068,-.32806858,12,0,0,1,0,10,12,14,0,3,1,0,0,0,1,1,7.2977662,9.372014,1.6523454,100,2.0742478
17.431192,4.6168189,18,0,0,1,0,7,15,8,0,6,1,0,0,0,1,0,6.8935547,6.8935547,2.8582613,49,0
9.5192308,4.2476754,17,0,0,1,0,4,13,14,0,2,1,0,0,0,1,1,9.372014,9.454586,2.253314,16,.082571983
13.782051,4.0102286,15,0,0,1,0,8,12,15,0,3,1,0,0,0,1,1,7.2977662,9.372014,2.6233671,64,2.0742478
16.346153,-.52714306,10,0,0,1,0,12,12,12,0,3,1,0,0,0,1,1,9.372014,9.454586,2.7939925,144,.082571983
13,-.015341374,12,0,0,1,0,11,11,11,0,3,1,0,0,0,1,1,5.9535255,5.8344617,2.5649493,121,-.11906385
10.714286,.7574296,12,0,0,1,0,9,11,11,0,3,1,0,0,0,1,1,5.1405578,5.513926,2.371578,81,.37336826
27.913467,1.1655914,12,0,0,1,0,15,12,10,1,7,1,0,0,0,1,1,5.9535255,5.9535255,3.3291092,225,0
21.95122,1.6055931,12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,5.513926,5.1233764,3.0888226,64,-.39054966
5.8139534,2.8662343,12,0,1,0,0,11,12,12,0,3,0,0,0,0,1,1,5.9535255,5.8344617,1.7602608,121,-.11906385
5.8823528,1.6099969,13,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.1233764,1.7719568,49,-.39054966
9.0114946,2.1338532,12,0,0,1,0,11,12,12,0,5,1,0,0,0,1,1,5.8344617,5.0579104,2.1985009,121,-.77655125
61.957455,2.7753961,16,0,0,1,0,8,12,8,0,4,1,0,0,0,1,1,5.9535255,5.8344617,4.1264482,64,-.11906385
54.609936,3.4466741,15,0,0,1,0,12,12,12,0,4,1,0,0,0,1,1,5.9535255,5.9535255,4.000216,144,0
19.23077,2.159045,16,0,0,1,0,10,14,18,0,2,1,0,0,0,1,1,6.3922024,6.3922024,2.9565115,100,0
15.384615,5.4618363,15,0,0,1,0,6,16,14,0,3,1,0,0,0,1,1,5.1405578,5.513926,2.7333679,36,.37336826
7.4503312,1.3547324,9,0,0,1,0,11,16,14,0,3,1,0,0,0,1,1,5.513926,5.1233764,2.0082586,121,-.39054966
8.679245,3.8052421,14,0,0,1,0,7,12,12,0,3,1,0,0,0,1,1,5.513926,5.1233764,2.1609344,49,-.39054966
18.045774,5.6895218,16,0,0,1,0,5,12,16,0,3,1,0,0,0,1,1,5.1405578,5.513926,2.8929117,25,.37336826
8.6057692,1.7518915,12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.1405578,5.513926,2.1524329,100,.37336826
12.007504,.95688802,12,0,0,1,0,10,12,12,0,6,1,0,0,0,1,1,5.1405578,5.513926,2.4855318,100,.37336826
11.570248,.75183105,12,0,0,1,0,10,16,16,0,1,1,0,0,0,1,1,5.8344617,5.1405578,2.448437,100,-.69390392
33.333332,2.8328156,15,0,0,1,0,12,12,14,0,3,1,0,0,0,1,1,0,0,3.5065579,144,0
14.423077,2.5612624,10,0,0,1,0,10,12,12,1,3,1,0,0,0,1,1,.41024065,.41024065,2.6688294,100,0
19.407064,5.5456939,16,0,0,1,0,5,18,18,0,1,1,0,0,0,1,1,.41024065,.41024065,2.9656372,25,0
9.7128382,1.859971,12,0,0,1,0,10,12,8,0,3,1,0,0,0,1,1,0,.41024065,2.2734485,100,.41024065
15.865385,2.6381793,11,0,0,1,0,11,13,13,0,5,1,0,0,0,1,1,0,.41024065,2.7641397,121,.41024065
15.532544,.44703168,15,0,0,1,0,7,18,14,1,2,1,0,0,0,1,1,0,.41024065,2.7429373,49,.41024065
13.029316,.57545674,13,0,0,1,0,10,12,12,0,1,1,0,0,0,1,1,0,0,2.5672019,100,0
10.096154,.68076175,12,0,0,1,0,12,12,12,0,1,0,0,0,0,1,1,0,0,2.3121545,144,0
12.671595,3.0548332,15,0,0,1,0,11,17,20,0,3,1,0,0,0,1,1,0,0,2.5393629,121,0
8.8888893,.85924572,15,1,0,0,0,11,16,16,1,3,1,0,0,0,1,1,0,0,2.1848021,121,0
11.111111,2.6055014,12,0,0,1,0,9,12,12,0,4,1,0,0,0,1,1,0,.41024065,2.4079456,81,.41024065
4.237288,-.85433638,10,0,0,1,0,13,12,12,0,3,1,0,0,0,1,1,0,0,1.4439235,169,0
20.494274,1.887446,13,0,0,1,0,11,14,12,0,3,1,0,0,0,1,1,0,0,3.0201457,121,0
15.384615,4.3108182,18,0,0,1,0,9,15,16,0,5,1,1,0,0,0,1,0,0,2.7333679,81,0
11.678832,1.7749268,12,0,0,1,0,9,13,20,0,2,1,0,0,0,1,1,0,.41024065,2.457778,81,.41024065
4.3949394,.29071948,8,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,8.6287298,8.6287298,1.4804537,144,0
2.0304568,-1.2718985,10,0,0,0,1,11,12,10,1,2,1,0,0,0,1,1,7.2977662,7.2977662,.70826077,121,0
6.7226892,3.6661866,12,0,0,1,0,10,14,20,0,3,1,0,0,0,1,1,0,0,1.9054883,100,0
28.846153,1.4334284,14,0,0,1,0,12,11,11,0,0,1,0,0,0,1,1,0,0,3.3619766,144,0
1.6441442,-2.7901289,12,0,0,1,0,13,12,14,1,5,1,0,0,0,1,1,0,0,.49721998,169,0
11.954023,3.1232085,12,0,0,1,0,8,12,12,0,2,1,0,0,0,1,1,.41024065,.41024065,2.4810679,64,0
4.8979592,3.2796366,12,0,0,0,1,11,13,15,0,1,0,0,0,0,1,1,0,0,1.5888187,121,0
15.976332,3.0997882,12,0,0,1,0,11,12,12,0,1,1,0,0,0,1,1,0,0,2.7711084,121,0
4.3103447,-.18144988,12,0,0,1,0,11,12,14,1,3,1,0,0,0,1,1,0,7.7203512,1.4610178,121,7.7203512
4.7788463,4.2385502,12,0,0,1,0,9,12,16,0,5,1,0,0,0,1,1,.41024065,.41024065,1.5641992,81,0
9.2526693,1.8027813,12,0,0,1,0,12,12,12,0,2,1,0,0,0,1,1,0,0,2.2249122,144,0
22.002611,4.0801973,16,0,0,1,0,11,14,16,0,1,1,0,0,0,1,1,0,0,3.0911613,121,0
56,3.1050091,18,0,0,1,0,9,16,16,0,3,1,0,0,0,1,1,10.06877,10.06877,4.0253515,81,0
9,3.5519366,16,0,0,1,0,5,12,13,1,2,1,0,0,0,1,1,.41024065,.41024065,2.1972246,25,0
8.6538458,2.1956122,12,0,0,1,0,15,18,20,0,5,1,0,0,0,1,1,0,0,2.1580038,225,0
11.735122,.28751636,12,1,0,0,0,14,12,12,0,5,0,1,0,0,0,1,12.387511,12.387511,2.4625862,196,0
9.1342335,4.3711162,12,1,0,0,0,10,10,12,0,1,0,1,0,0,0,1,12.363052,11.967087,2.2120292,100,-.39596558
5.7692308,-1.130523,12,1,0,0,0,9,8,8,0,3,0,1,0,0,0,1,11.967087,12.391353,1.7525388,81,.42426586
11.657912,1.5320088,12,1,0,0,0,11,12,12,0,2,0,1,0,0,0,1,12.387511,12.363052,2.4559851,121,-.024458885
3.5568528,-3.2927675,12,1,0,0,0,12,8,9,1,3,0,1,0,0,0,1,12.387511,12.387511,1.2688761,144,0
5.2884617,1.0427253,12,1,0,0,0,10,8,9,1,3,0,1,0,0,0,1,12.363052,11.967087,1.6655275,100,-.39596558
5.836576,-1.5920346,12,1,0,0,0,9,8,9,1,3,0,1,0,0,0,1,11.967087,12.391353,1.7641443,81,.42426586
7,1.2547462,12,1,0,0,0,12,12,12,1,2,0,1,0,0,0,1,12.387511,12.387511,1.9459101,144,0
9.5744677,1.5068817,13,1,0,0,0,9,12,14,0,3,0,1,0,0,0,1,12.363052,11.967087,2.2591,81,-.39596558
17.094017,3.6583431,13,1,0,0,0,12,12,12,0,1,0,1,0,0,0,1,12.387511,12.387511,2.8387284,144,0
7.6923075,-1.2768868,12,1,0,0,0,14,10,9,0,3,0,1,0,0,0,1,12.387511,12.387511,2.0402207,196,0
13.461538,.15004148,12,1,0,0,0,14,11,11,0,2,0,1,0,0,0,0,12.387511,12.387511,2.5998366,196,0
18.421053,2.2811809,12,1,0,0,0,14,12,12,1,2,0,1,0,0,0,0,11.155029,11.155029,2.9134941,196,0
8.0315523,3.3161411,18,0,0,0,1,9,16,16,0,2,0,1,0,0,0,0,11.155029,11.155029,2.0833778,81,0
17.897091,2.195858,12,1,0,0,0,12,12,12,0,2,0,1,0,0,0,0,11.155029,11.155029,2.8846381,144,0
12.019231,-3.348253,12,1,0,0,0,13,12,12,0,3,1,1,0,0,0,1,11.155029,11.155029,2.4865079,169,0
12.019231,3.2428722,13,1,0,0,0,12,13,13,0,5,1,1,0,0,0,0,11.155029,11.155029,2.4865079,144,0
14.814815,2.8181636,12,1,0,0,0,15,12,17,0,5,1,1,0,0,0,1,11.155029,11.155029,2.6956277,225,0
10.629251,-.87165481,12,1,0,0,0,15,12,8,1,3,0,1,0,0,0,1,11.155029,11.155029,2.3636098,225,0
8.9285717,3.5499032,12,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,9.3497028,10.444347,2.1892564,81,1.0946445
8.2044115,1.1967697,12,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,8.8265486,9.3497028,2.104672,100,.52315426
12.455289,.1726276,13,0,1,0,0,7,12,12,0,2,1,0,1,0,0,1,9.3497028,10.444347,2.5221453,49,1.0946445
16.02564,2.9644902,12,0,1,0,0,15,12,10,0,2,1,0,1,0,0,0,9.6927567,9.6927567,2.7741899,225,0
4.909091,1.1637303,12,0,1,0,0,12,12,12,0,3,1,0,1,0,0,0,9.6927567,9.6927567,1.5910888,144,0
3.75,-1.5447426,12,0,1,0,0,13,17,17,0,1,1,0,1,0,0,0,9.6927567,9.6927567,1.3217559,169,0
4.5998158,-1.9073665,9,0,0,1,0,13,12,4,1,4,1,0,1,0,0,1,9.4176817,8.8265486,1.5260162,169,-.59113312
8.5665331,-.67179316,12,0,1,0,0,9,12,3,1,4,1,0,1,0,0,1,8.8265486,9.3497028,2.1478631,81,.52315426
4,1.6761994,12,0,1,0,0,15,9,12,0,2,1,0,0,1,0,1,9.6927567,9.6927567,1.3862944,225,0
8.9965401,1.5022918,12,0,1,0,0,12,12,12,1,6,0,0,1,0,0,1,9.6927567,9.6927567,2.19684,144,0
5.7921247,-4.6715455,11,0,1,0,0,11,12,12,0,7,1,0,1,0,0,1,8.8265486,9.3497028,1.7564992,121,.52315426
