dcode,bcode,math4,read4,enroll,exppp,free,reduced,lunch,medinc,totchild,married,single,pctsgle,zipcode,lenroll,lexppp,lmedinc
63220,5759,83.300003,79.5,511,3342.1899,6.0999999,2.7,8.8000002,75047,3271,2598,673,20.574749,48381,6.2363696,8.1143818,11.22587
63220,7811,90,82.199997,735,3317.4299,3.0999999,2.5999999,5.6999998,85873,5661,5109,552,9.750927,48382,6.5998707,8.106946,11.360624
63290,763,96.099998,80.300003,506,5388.5801,3.4000001,2.8,6.1999998,85873,5661,5109,552,9.750927,48382,6.2265368,8.5920372,11.360624
63220,413,64.300003,52.400002,334,4572.5601,20.700001,10.2,30.9,78940,3464,2938,526,15.184757,48383,5.811141,8.4278288,11.276443
63220,6489,92.800003,65.199997,497,4074.6399,2.5999999,2,4.5999999,78940,3464,2938,526,15.184757,48383,6.20859,8.3125372,11.276443
63220,5070,72.099998,54.400002,445,4121.8799,14.6,5.8000002,20.4,72554,3864,3379,485,12.551759,48386,6.0980744,8.3240643,11.192086
63290,961,82.099998,69.5,580,5266.52,5,2.5999999,7.5999999,72554,3864,3379,485,12.551759,48386,6.363028,8.5691252,11.192086
63300,946,89.099998,81.800003,406,4315.54,8.3999996,2,10.4,72554,3864,3379,485,12.551759,48386,6.0063534,8.369978,11.192086
63290,1420,77.599998,72.900002,446,5980.6001,3.0999999,1.6,4.6999998,69181,4900,4130,770,15.714286,48390,6.1003189,8.6962767,11.144482
63290,889,91.5,69,436,5543.0298,3.9000001,3.7,7.5999999,69181,4900,4130,770,15.714286,48390,6.0776424,8.6202965,11.144482
63290,2809,93,80.800003,434,6566.75,.2,1.2,1.4,69181,4900,4130,770,15.714286,48390,6.0730443,8.7897739,11.144482
63290,4341,78.099998,67.199997,436,5706.25,12.6,5.5,18.1,69181,4900,4130,770,15.714286,48390,6.0776424,8.6493177,11.144482
63290,5706,82.400002,79.699997,535,5241.7798,5,2.4000001,7.4000001,61250,3933,3063,870,22.12052,48393,6.2822666,8.5644159,11.022719
63210,1699,77.400002,39.599998,389,4365.29,18.299999,10,28.299999,60936,4817,4056,761,15.798214,48442,5.9635792,8.3814402,11.017579
63210,2976,69.099998,44.400002,541,4223.75,16.299999,7.4000001,23.700001,60936,4817,4056,761,15.798214,48442,6.2934194,8.3484783,11.017579
63210,8497,68.300003,48.299999,500,3622.0601,9.6000004,4.8000002,14.4,60936,4817,4056,761,15.798214,48442,6.2146082,8.1947985,11.017579
63180,262,94.5,81.300003,422,4207.3599,5.5,5,10.5,81196,3675,3196,479,13.034013,48462,6.0450053,8.3445902,11.304622
63180,5846,91,69,558,3988.3899,10.6,5.1999998,15.8,81196,3675,3196,479,13.034013,48462,6.3243589,8.2911425,11.304622
63180,5180,93.199997,71.199997,369,4038.0701,12.2,3.3,15.5,81196,3675,3196,479,13.034013,48462,5.9107966,8.3035221,11.304622
38090,302,69.400002,40.299999,406,3805.5,19.200001,8.3999996,27.6,54146,9573,7353,2220,23.190222,49201,6.0063534,8.2442026,10.89944
38170,66,50,33.299999,417,4987.8101,79.400002,12,91.400002,54146,9573,7353,2220,23.190222,49201,6.0330863,8.5147524,10.89944
38170,914,63.599998,50,309,4907.4102,40.099998,9.6999998,49.799999,54146,9573,7353,2220,23.190222,49201,5.7333412,8.4985018,10.89944
38090,989,51.700001,37.900002,364,4757.8198,39.299999,6.5999999,45.900002,39536,4805,2718,2087,43.433922,49202,5.8971539,8.4675446,10.584967
38170,1793,76.699997,36.200001,616,5830.2998,70.800003,10.4,81.199997,39536,4805,2718,2087,43.433922,49202,6.4232469,8.6708241,10.584967
38170,5802,56,33.299999,760,4812.4399,73.400002,10.8,84.199997,39536,4805,2718,2087,43.433922,49202,6.6333184,8.4789591,10.584967
38140,6116,73,55.400002,605,4049.48,21.5,6.9000001,28.4,39536,4805,2718,2087,43.433922,49202,6.4052286,8.306344,10.584967
38170,1334,66.300003,47.299999,830,4821.2598,61.700001,9.1999998,70.900002,47305,9851,6374,3477,35.29591,49203,6.7214255,8.4807901,10.764371
38170,2471,54.5,30.299999,210,5421.5498,88.099998,9.5,97.599998,47305,9851,6374,3477,35.29591,49203,5.3471074,8.5981369,10.764371
38020,1254,74.300003,47.599998,678,4064.8201,24.200001,7.4000001,31.6,47305,9851,6374,3477,35.29591,49203,6.5191474,8.3101244,10.764371
38040,412,69.800003,67.400002,478,3869.5801,14.2,5.4000001,19.6,57266,2023,1620,403,19.92091,49230,6.1696105,8.2609015,10.955462
38040,578,72.699997,53,395,4455.4902,12.2,5.3000002,17.5,45278,343,282,61,17.784258,49233,5.9788857,8.4018927,10.720576
38080,767,68.099998,44.900002,453,3736.4299,15,12.1,27.1,54491,827,688,139,16.807739,49237,6.1158919,8.2258863,10.905791
38050,1382,63.5,48.599998,524,3966.26,8.3999996,3.4000001,11.8,63770,1675,1479,196,11.701492,49240,6.2614918,8.2855787,11.063038
38120,3138,51.900002,35.599998,520,4104.29,24.799999,10.2,35,47727,778,606,172,22.107969,49254,6.253829,8.319788,10.773252
38010,2965,81.599998,61.200001,404,3379.1599,13.9,7.6999998,21.6,52892,1834,1459,375,20.447109,49269,6.0014148,8.1253824,10.876007
38010,236,94.199997,84.599998,367,3973.3701,25.1,9.3000002,34.400002,59479,594,490,104,17.508417,49283,5.9053617,8.2873697,10.993379
38010,4352,75.900002,58.5,403,3471.1101,20.799999,5.5,26.299999,59479,594,490,104,17.508417,49283,5.9989367,8.1522293,10.993379
38150,3573,80,56,494,3967.8501,32.200001,9.6999998,41.900002,44943,723,544,179,24.757954,49284,6.2025356,8.2859793,10.71315
